0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.261201420000000144e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.101749999999999993e-02,1.586580000000000101e+00
1.788228160784065962e-02,4.518965209674277034e-02,1.419093491277366795e-02,2.261193693713137327e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.054780559531871137e-01,8.375652797659358106e-02,1.533840972023405858e+00
3.639064565504911142e-02,9.365152462246464915e-02,2.995967973083188754e-02,2.261185419814998022e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.176231106272716320e-01,1.398290553136358749e-01,1.477768444686363702e+00
5.534518960036537844e-02,1.452567085301093019e-01,4.741984500816497777e-02,2.261176617825684662e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.359792205796520159e-01,1.990071102898261224e-01,1.418590389710173705e+00
7.454154603646612198e-02,1.998021278324930150e-01,6.668109962977950000e-02,2.261167317522648955e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.599399956027744318e-01,2.609874978013874136e-01,1.356610002198612941e+00
9.375757260679312699e-02,2.570089394560519658e-01,8.784677349249579714e-02,2.261157558671443621e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.887582468166508987e-01,3.253966234083255915e-01,1.292200876591674596e+00
1.127617099302040682e-01,3.165242379923743909e-01,1.110113499146121313e-01,2.261147390270215328e+04,0.000000000000000000e+00,0.000000000000000000e+00,7.215633037933133487e-01,3.917991518966568165e-01,1.225798348103343649e+00
1.313224404595864647e-01,3.779262434478101174e-01,1.362579077614893275e-01,2.261136869340832345e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.573851440239101951e-01,4.597100720119551842e-01,1.157887427988045115e+00
1.492181222215744341e-01,4.407328727581087402e-01,1.636555687983401175e-01,2.261126059343621091e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.951837873195178430e-01,5.286093936597592302e-01,1.088988106340241124e+00
1.662464023956475856e-01,5.044133191002314609e-01,1.932569958988692715e-01,2.261115028328258995e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.133881894190847062e+00,5.979584470954236730e-01,1.019639052904576682e+00
1.822324509966977701e-01,5.684020248539761733e-01,2.250959740584777269e-01,2.261103846955007248e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.272398251171012129e+00,6.672166255855062067e-01,9.503808744144940368e-01
1.970353884121876786e-01,6.321142654106753911e-01,2.591850909339343256e-01,2.261092586525521983e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.409679857994560859e+00,7.358574289972805715e-01,8.817400710027196720e-01
2.105524874287144632e-01,6.949624797749534011e-01,2.955135193334504917e-01,2.261081317151343683e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.544730627446328830e+00,8.033828137231643352e-01,8.142146862768359084e-01
2.227209739265689215e-01,7.563724923044375936e-01,3.340448929963577562e-01,2.261070106164074241e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.676635199589954661e+00,8.693350997949770287e-01,7.482624002050232148e-01
2.335174910404209936e-01,8.157988558707509608e-01,3.747152609133465040e-01,2.261059016839214019e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.804576963850735405e+00,9.333059819253675116e-01,6.842915180746327319e-01
