C6H8O7,ScO(OH),Sc,Fe2O3,C2H2O4,CaO,TO2,Al2O3,C6H12O7,C12H22O11,Y2O3
22612.0142,2.751493299,0.0310175,5322.642454,1196.2029,1,376.50,1220.41,372.0542,11000,1.16998
