0.000000000000000000e+00,1.220410000000000082e+03,0.000000000000000000e+00,1.196202900000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.261201420000000144e+04,0.000000000000000000e+00,9.542400000000000091e+02,3.722789999999999964e+03,0.000000000000000000e+00,3.101749999999999993e-02,2.751493298999999837e+00,0.000000000000000000e+00,3.765000000000000000e+02,1.169980000000000020e+00,0.000000000000000000e+00
1.196202884314448511e+03,7.322786887239720954e+02,9.762626225520551770e+02,1.568555138600675493e-05,2.752742235114596951e+02,2.233673997648846853e+04,7.062597173926547889e-11,4.708195228225031670e-02,9.541929180477176260e+02,-1.970919069863584057e-06,7.445580003941839095e+03,4.082521022156891666e-02,2.741685588778427718e+00,7.157494662376884384e-04,3.764992842505333783e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900095385985e+03,7.322786848061781484e+02,9.762626303876431848e+02,-9.538619316813951081e-08,2.752742235115301810e+02,2.233673997648846853e+04,4.306350680797221696e-14,4.708681846581187769e-02,9.541929131815340952e+02,-1.970919069770545958e-06,7.445580003941839095e+03,4.082521034402254029e-02,2.741685588655974115e+00,7.153300956954761983e-04,3.764992846699039433e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900081326106e+03,7.322786848046209798e+02,9.762626303907575220e+02,-8.132628568893683968e-08,2.752742235115301810e+02,2.233673997648846853e+04,3.667551835382108003e-14,4.708680685065284172e-02,9.541929131931492520e+02,-1.970919069770509112e-06,7.445580003941839095e+03,4.082521034407121663e-02,2.741685588655925709e+00,7.153265375477307897e-04,3.764992846734621139e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900067266000e+03,7.322786848030638112e+02,9.762626303938718593e+02,-6.726637820973415531e-08,2.752742235115301810e+02,2.233673997648846853e+04,3.028752989966993048e-14,4.708679523549381268e-02,9.541929132047644089e+02,-1.970919069770471843e-06,7.445580003941839095e+03,4.082521034411988603e-02,2.741685588655876860e+00,7.153229793999854895e-04,3.764992846770202277e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900053206122e+03,7.322786848015066425e+02,9.762626303969861965e+02,-5.320647073053147755e-08,2.752742235115302378e+02,2.233673997648846853e+04,2.389954144551878724e-14,4.708678362033477671e-02,9.541929132163795657e+02,-1.970919069770434997e-06,7.445580003941839095e+03,4.082521034416855543e-02,2.741685588655828010e+00,7.153194212522401892e-04,3.764992846805783984e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900039146243e+03,7.322786847999494739e+02,9.762626304001004200e+02,-3.914656325132880642e-08,2.752742235115302378e+02,2.233673997648846853e+04,1.751155299136764400e-14,4.708677200517574768e-02,9.541929132279947225e+02,-1.970919069770398151e-06,7.445580003941839095e+03,4.082521034421722483e-02,2.741685588655779604e+00,7.153158631044948890e-04,3.764992846841365122e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900025086365e+03,7.322786847983923053e+02,9.762626304032147573e+02,-2.508665577212611543e-08,2.752742235115302378e+02,2.233673997648846853e+04,1.112356453721649288e-14,4.708676039001671171e-02,9.541929132396098794e+02,-1.970919069770361305e-06,7.445580003941839095e+03,4.082521034426589424e-02,2.741685588655730754e+00,7.153123049567495888e-04,3.764992846876946828e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900011026486e+03,7.322786847968351367e+02,9.762626304063290945e+02,-1.102674829292344429e-08,2.752742235115302378e+02,2.233673997648846853e+04,4.735576083065350424e-15,4.708674877485768268e-02,9.541929132512250362e+02,-1.970919069770324036e-06,7.445580003941839095e+03,4.082521034431456364e-02,2.741685588655682349e+00,7.153087468090041801e-04,3.764992846912528535e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900000659838e+03,7.322786847956913334e+02,9.762626304086170421e+02,-6.599949565671276473e-10,2.752742235115302378e+02,2.233673997648846853e+04,3.585326951156491540e-17,4.708674020196903370e-02,9.541929132597979333e+02,-1.970919069770296931e-06,7.445580003941839095e+03,4.082521034435031976e-02,2.741685588655646821e+00,7.153061339811567611e-04,3.764992846938656044e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900000562295e+03,7.322786847956964493e+02,9.762626304086066966e+02,-5.623781873428320823e-10,2.752742235115302378e+02,2.233673997648846853e+04,3.050002579356136797e-17,4.708674008837800823e-02,9.541929132599115064e+02,-1.970919069770296931e-06,7.445580003941839095e+03,4.082521034435016016e-02,2.741685588655646821e+00,7.153061496975713675e-04,3.764992846938499156e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900000464751e+03,7.322786847957015652e+02,9.762626304085963511e+02,-4.647614181185367240e-10,2.752742235115302378e+02,2.233673997648846853e+04,2.514678207555782362e-17,4.708673997478698969e-02,9.541929132600251933e+02,-1.970919069770297354e-06,7.445580003941839095e+03,4.082521034435000057e-02,2.741685588655646821e+00,7.153061654139859738e-04,3.764992846938341700e+02,-4.069014583196431612e-08,2.339960081380290102e+00
1.196202900000366981e+03,7.322786847957067948e+02,9.762626304085861193e+02,-3.671446488942413140e-10,2.752742235115302378e+02,2.233673997648846853e+04,1.979353835755427927e-17,4.708673986119596422e-02,9.541929132601387664e+02,-1.970919069770297354e-06,7.445580003941839095e+03,4.082521034434984097e-02,2.741685588655647265e+00,7.153061811304005802e-04,3.764992846938184812e+02,-4.069014583196431612e-08,2.339960081380290102e+00
